date,close,open,pct_change
2010-08-02,3950.46,3994.36,-0.01099
2010-08-03,3879.26,3950.46,-0.01802
2010-08-04,3860.06,3879.26,-0.00495
2010-08-05,3859.32,3860.06,-0.00019
2010-08-06,3935.92,3859.32,0.01985
2010-08-09,3943.14,3935.92,0.00183
2010-08-10,3987.34,3943.14,0.01121
2010-08-11,3967.03,3987.34,-0.00509
2010-08-12,3916.91,3967.03,-0.01263
2010-08-13,3876.9,3916.91,-0.01021
2010-08-16,3847.52,3876.9,-0.00758
2010-08-17,3939.14,3847.52,0.02381
2010-08-18,3905.13,3939.14,-0.00863
2010-08-19,3942.71,3905.13,0.00962
2010-08-20,3815.14,3942.71,-0.03236
2010-08-23,3855.76,3815.14,0.01065
2010-08-24,3873.63,3855.76,0.00463
2010-08-25,3868.5,3873.63,-0.00132
2010-08-26,3868.32,3868.5,-5e-05
2010-08-27,3785.93,3868.32,-0.0213
2010-08-30,3720.95,3785.93,-0.01716
2010-08-31,3703.81,3720.95,-0.00461
2010-09-01,3655.36,3703.81,-0.01308
2010-09-02,3605.44,3655.36,-0.01366
2010-09-03,3613.72,3605.44,0.0023
2010-09-06,3677.94,3613.72,0.01777
2010-09-07,3685.88,3677.94,0.00216
2010-09-08,3682.55,3685.88,-0.0009
2010-09-09,3695.6,3682.55,0.00354
2010-09-10,3750.17,3695.6,0.01477
2010-09-13,3760.72,3750.17,0.00281
2010-09-14,3745.22,3760.72,-0.00412
2010-09-15,3792.3,3745.22,0.01257
2010-09-16,3811.7,3792.3,0.00512
2010-09-17,3877.62,3811.7,0.01729
2010-09-20,3886.98,3877.62,0.00241
2010-09-21,3836.18,3886.98,-0.01307
2010-09-22,3779.99,3836.18,-0.01465
2010-09-23,3850.14,3779.99,0.01856
2010-09-24,3924.68,3850.14,0.01936
2010-09-27,3918.5,3924.68,-0.00157
2010-09-28,3903.55,3918.5,-0.00382
2010-09-29,3967.87,3903.55,0.01648
2010-09-30,3921.14,3967.87,-0.01178
2010-10-01,3884.11,3921.14,-0.00944
2010-10-04,3913.15,3884.11,0.00748
2010-10-05,3897.73,3913.15,-0.00394
2010-10-06,3899.07,3897.73,0.00034
2010-10-07,3893.62,3899.07,-0.0014
2010-10-08,3909.64,3893.62,0.00411
2010-10-11,3971.73,3909.64,0.01588
2010-10-12,3977.28,3971.73,0.0014
2010-10-13,4007.04,3977.28,0.00748
2010-10-14,3918.28,4007.04,-0.02215
2010-10-15,3917.74,3918.28,-0.00014
2010-10-18,3882.97,3917.74,-0.00888
2010-10-19,3832.47,3882.97,-0.01301
2010-10-20,3796.98,3832.47,-0.00926
2010-10-21,3784.54,3796.98,-0.00328
2010-10-22,3824.19,3784.54,0.01048
2010-10-25,3769.92,3824.19,-0.01419
2010-10-26,3772.7,3769.92,0.00074
2010-10-27,3754.11,3772.7,-0.00493
2010-10-28,3742.08,3754.11,-0.0032
2010-10-29,3784.86,3742.08,0.01143
2010-11-01,3808.78,3784.86,0.00632
2010-11-02,3866.33,3808.78,0.01511
2010-11-03,3861.31,3866.33,-0.0013
2010-11-04,3833.29,3861.31,-0.00726
2010-11-05,3825.39,3833.29,-0.00206
2010-11-08,3837.12,3825.39,0.00307
2010-11-09,3846.11,3837.12,0.00234
2010-11-10,3801.77,3846.11,-0.01153
2010-11-11,3807.07,3801.77,0.00139
2010-11-12,3818.15,3807.07,0.00291
2010-11-15,3925.41,3818.15,0.02809
2010-11-16,4008.03,3925.41,0.02105
2010-11-17,3972.01,4008.03,-0.00899
2010-11-18,3961.04,3972.01,-0.00276
2010-11-19,3898.86,3961.04,-0.0157
2010-11-22,3875.09,3898.86,-0.0061
2010-11-23,3890.09,3875.09,0.00387
2010-11-24,3943.25,3890.09,0.01367
2010-11-25,3913.2,3943.25,-0.00762
2010-11-26,3886.61,3913.2,-0.00679
2010-11-29,3796.36,3886.61,-0.02322
2010-11-30,3791.09,3796.36,-0.00139
2010-12-01,3748.3,3791.09,-0.01129
2010-12-02,3727.97,3748.3,-0.00542
2010-12-03,3693.5,3727.97,-0.00925
2010-12-06,3691.15,3693.5,-0.00064
2010-12-07,3621.26,3691.15,-0.01893
2010-12-08,3564.27,3621.26,-0.01574
2010-12-09,3557.55,3564.27,-0.00189
2010-12-10,3508.59,3557.55,-0.01376
2010-12-13,3467.66,3508.59,-0.01167
2010-12-14,3539.12,3467.66,0.02061
2010-12-15,3653.63,3539.12,0.03236
2010-12-16,3608.01,3653.63,-0.01249
2010-12-17,3594.83,3608.01,-0.00365
2010-12-20,3609.78,3594.83,0.00416
2010-12-21,3679.87,3609.78,0.01942
2010-12-22,3641.39,3679.87,-0.01046
2010-12-23,3633.02,3641.39,-0.0023
2010-12-24,3665.54,3633.02,0.00895
2010-12-27,3684.54,3665.54,0.00518
2010-12-28,3670.77,3684.54,-0.00374
2010-12-29,3666.83,3670.77,-0.00107
2010-12-30,3612.84,3666.83,-0.01472
2010-12-31,3604.82,3612.84,-0.00222
2011-01-03,3595.7,3604.82,-0.00253
2011-01-04,3606.32,3595.7,0.00295
2011-01-05,3585.73,3606.32,-0.00571
2011-01-06,3605.77,3585.73,0.00559
2011-01-07,3647.38,3605.77,0.01154
2011-01-10,3673.9,3647.38,0.00727
2011-01-11,3689.59,3673.9,0.00427
2011-01-12,3693.22,3689.59,0.00098
2011-01-13,3694.7,3693.22,0.0004
2011-01-14,3666.86,3694.7,-0.00754
2011-01-17,3681.09,3666.86,0.00388
2011-01-18,3678.62,3681.09,-0.00067
2011-01-19,3764.79,3678.62,0.02342
2011-01-20,3831.46,3764.79,0.01771
2011-01-21,3849.25,3831.46,0.00464
2011-01-24,3818.48,3849.25,-0.00799
2011-01-25,3773.28,3818.48,-0.01184
2011-01-26,3824.23,3773.28,0.0135
2011-01-27,3836.81,3824.23,0.00329
2011-01-28,3858.61,3836.81,0.00568
2011-01-31,3681.99,3858.61,-0.04577
2011-02-01,3721.02,3681.99,0.0106
2011-02-02,3741.11,3721.02,0.0054
2011-02-03,3696.91,3741.11,-0.01181
2011-02-04,3679.22,3696.91,-0.00479
2011-02-07,3691.36,3679.22,0.0033
2011-02-08,3694.97,3691.36,0.00098
2011-02-09,3684.57,3694.97,-0.00281
2011-02-10,3681.85,3684.57,-0.00074
2011-02-11,3673.12,3681.85,-0.00237
2011-02-14,3680.75,3673.12,0.00208
2011-02-15,3741.8,3680.75,0.01659
2011-02-16,3537.93,3741.8,-0.05448
2011-02-17,3530.13,3537.93,-0.0022
2011-02-18,3538.4,3530.13,0.00234
2011-02-21,3551.33,3538.4,0.00365
2011-02-22,3538.23,3551.33,-0.00369
2011-02-23,3471.27,3538.23,-0.01892
2011-02-24,3485.18,3471.27,0.00401
2011-02-25,3552.8,3485.18,0.0194
2011-02-28,3494.27,3552.8,-0.01647
2011-03-01,3528.87,3494.27,0.0099
2011-03-02,3517.53,3528.87,-0.00321
2011-03-03,3516.57,3517.53,-0.00027
2011-03-04,3477.25,3516.57,-0.01118
2011-03-07,3476.99,3477.25,-7e-05
2011-03-08,3528.11,3476.99,0.0147
2011-03-09,3552.13,3528.11,0.00681
2011-03-10,3621.24,3552.13,0.01946
2011-03-11,3669.59,3621.24,0.01335
2011-03-14,3688.78,3669.59,0.00523
2011-03-15,3761.02,3688.78,0.01958
2011-03-16,3780.68,3761.02,0.00523
2011-03-17,3816.63,3780.68,0.00951
2011-03-18,3805.71,3816.63,-0.00286
2011-03-21,3810.01,3805.71,0.00113
2011-03-22,3782.31,3810.01,-0.00727
2011-03-23,3824.99,3782.31,0.01128
2011-03-24,3776.95,3824.99,-0.01256
2011-03-25,3810.96,3776.95,0.009
2011-03-28,3804.49,3810.96,-0.0017
2011-03-29,3855.03,3804.49,0.01328
2011-03-30,3888.41,3855.03,0.00866
2011-03-31,3967.84,3888.41,0.02043
2011-04-01,4001.33,3967.84,0.00844
2011-04-04,3933.73,4001.33,-0.01689
2011-04-05,3932.41,3933.73,-0.00034
2011-04-06,3883.29,3932.41,-0.01249
2011-04-07,3862.7,3883.29,-0.0053
2011-04-08,3928.46,3862.7,0.01702
2011-04-11,3957.58,3928.46,0.00741
2011-04-12,3928.73,3957.58,-0.00729
2011-04-13,3886.5,3928.73,-0.01075
2011-04-14,3889.45,3886.5,0.00076
2011-04-15,3838.96,3889.45,-0.01298
2011-04-18,3812.15,3838.96,-0.00698
2011-04-19,3826.76,3812.15,0.00383
2011-04-20,3876.93,3826.76,0.01311
2011-04-21,3904.44,3876.93,0.0071
2011-04-22,3807.59,3904.44,-0.02481
2011-04-25,3821.86,3807.59,0.00375
2011-04-26,3826.42,3821.86,0.00119
2011-04-27,3845.37,3826.42,0.00495
2011-04-28,3800.33,3845.37,-0.01171
2011-04-29,3715.59,3800.33,-0.0223
2011-05-02,3692.92,3715.59,-0.0061
2011-05-03,3718.4,3692.92,0.0069
2011-05-04,3655.2,3718.4,-0.017
2011-05-05,3716.0,3655.2,0.01663
2011-05-06,3732.55,3716.0,0.00445
2011-05-09,3768.8,3732.55,0.00971
2011-05-10,3746.64,3768.8,-0.00588
2011-05-11,3781.67,3746.64,0.00935
2011-05-12,3827.63,3781.67,0.01215
2011-05-13,3838.97,3827.63,0.00296
2011-05-16,3850.4,3838.97,0.00298
2011-05-17,3863.39,3850.4,0.00337
2011-05-18,3828.25,3863.39,-0.0091
2011-05-19,3823.57,3828.25,-0.00122
2011-05-20,3818.68,3823.57,-0.00128
2011-05-23,3836.32,3818.68,0.00462
2011-05-24,3880.04,3836.32,0.0114
2011-05-25,3836.42,3880.04,-0.01124
2011-05-26,3832.67,3836.42,-0.00098
2011-05-27,3896.66,3832.67,0.0167
2011-05-30,3866.35,3896.66,-0.00778
2011-05-31,3832.93,3866.35,-0.00864
2011-06-01,3842.99,3832.93,0.00262
2011-06-02,3880.22,3842.99,0.00969
2011-06-03,3882.26,3880.22,0.00053
2011-06-06,3940.57,3882.26,0.01502
2011-06-07,3979.28,3940.57,0.00982
2011-06-08,4017.72,3979.28,0.00966
2011-06-09,4043.82,4017.72,0.0065
2011-06-10,4068.12,4043.82,0.00601
2011-06-13,4060.56,4068.12,-0.00186
2011-06-14,3972.7,4060.56,-0.02164
2011-06-15,4044.39,3972.7,0.01805
2011-06-16,4025.65,4044.39,-0.00463
2011-06-17,4032.03,4025.65,0.00158
2011-06-20,4091.73,4032.03,0.01481
2011-06-21,4021.25,4091.73,-0.01722
2011-06-22,3967.49,4021.25,-0.01337
2011-06-23,3899.2,3967.49,-0.01721
2011-06-24,3866.69,3899.2,-0.00834
2011-06-27,3886.94,3866.69,0.00524
2011-06-28,3910.91,3886.94,0.00617
2011-06-29,3924.36,3910.91,0.00344
2011-06-30,3864.94,3924.36,-0.01514
2011-07-01,3768.27,3864.94,-0.02501
2011-07-04,3772.03,3768.27,0.001
2011-07-05,3753.97,3772.03,-0.00479
2011-07-06,3774.44,3753.97,0.00545
2011-07-07,3805.09,3774.44,0.00812
2011-07-08,3812.4,3805.09,0.00192
2011-07-11,3845.8,3812.4,0.00876
2011-07-12,3857.04,3845.8,0.00292
2011-07-13,3881.07,3857.04,0.00623
2011-07-14,3852.54,3881.07,-0.00735
2011-07-15,3846.47,3852.54,-0.00158
2011-07-18,3856.33,3846.47,0.00256
2011-07-19,3892.68,3856.33,0.00943
2011-07-20,3877.38,3892.68,-0.00393
2011-07-21,3901.16,3877.38,0.00613
2011-07-22,3891.31,3901.16,-0.00252
2011-07-25,3887.84,3891.31,-0.00089
2011-07-26,3924.87,3887.84,0.00952
2011-07-27,3840.39,3924.87,-0.02152
2011-07-28,3787.16,3840.39,-0.01386
2011-07-29,3726.93,3787.16,-0.0159
2011-08-01,3632.75,3726.93,-0.02527
2011-08-02,3607.1,3632.75,-0.00706
2011-08-03,3638.28,3607.1,0.00864
2011-08-04,3628.33,3638.28,-0.00273
2011-08-05,3637.68,3628.33,0.00258
2011-08-08,3682.71,3637.68,0.01238
2011-08-09,3737.97,3682.71,0.01501
2011-08-10,3736.62,3737.97,-0.00036
2011-08-11,3793.76,3736.62,0.01529
2011-08-12,3799.12,3793.76,0.00141
2011-08-15,3765.64,3799.12,-0.00881
2011-08-16,3742.53,3765.64,-0.00614
2011-08-17,3508.79,3742.53,-0.06246
2011-08-18,3475.92,3508.79,-0.00937
2011-08-19,3463.62,3475.92,-0.00354
2011-08-22,3495.62,3463.62,0.00924
2011-08-23,3563.18,3495.62,0.01933
2011-08-24,3510.43,3563.18,-0.0148
2011-08-25,3527.01,3510.43,0.00472
2011-08-26,3488.05,3527.01,-0.01105
2011-08-29,3507.66,3488.05,0.00562
2011-08-30,3504.0,3507.66,-0.00104
2011-08-31,3434.83,3504.0,-0.01974
2011-09-01,3471.28,3434.83,0.01061
2011-09-02,3449.57,3471.28,-0.00625
2011-09-05,3430.69,3449.57,-0.00547
2011-09-06,3391.69,3430.69,-0.01137
2011-09-07,3368.64,3391.69,-0.0068
2011-09-08,3385.84,3368.64,0.00511
2011-09-09,3380.15,3385.84,-0.00168
2011-09-12,3393.72,3380.15,0.00401
2011-09-13,3408.59,3393.72,0.00438
2011-09-14,3459.47,3408.59,0.01493
2011-09-15,3447.81,3459.47,-0.00337
2011-09-16,3393.18,3447.81,-0.01584
2011-09-19,3434.37,3393.18,0.01214
2011-09-20,3423.22,3434.37,-0.00325
2011-09-21,3466.56,3423.22,0.01266
2011-09-22,3482.56,3466.56,0.00462
2011-09-23,3478.93,3482.56,-0.00104
2011-09-26,3493.67,3478.93,0.00424
2011-09-27,3570.05,3493.67,0.02186
2011-09-28,3653.04,3570.05,0.02325
2011-09-29,3657.29,3653.04,0.00116
2011-09-30,3665.2,3657.29,0.00216
2011-10-03,3710.05,3665.2,0.01224
2011-10-04,3677.02,3710.05,-0.0089
2011-10-05,3691.97,3677.02,0.00407
2011-10-06,3692.39,3691.97,0.00011
2011-10-07,3706.62,3692.39,0.00385
2011-10-10,3674.12,3706.62,-0.00877
2011-10-11,3611.35,3674.12,-0.01708
2011-10-12,3530.45,3611.35,-0.0224
2011-10-13,3488.47,3530.45,-0.01189
2011-10-14,3472.26,3488.47,-0.00465
2011-10-17,3462.45,3472.26,-0.00283
2011-10-18,3537.62,3462.45,0.02171
2011-10-19,3582.07,3537.62,0.01256
2011-10-20,3545.6,3582.07,-0.01018
2011-10-21,3560.58,3545.6,0.00422
2011-10-24,3546.06,3560.58,-0.00408
2011-10-25,3536.38,3546.06,-0.00273
2011-10-26,3545.01,3536.38,0.00244
2011-10-27,3570.57,3545.01,0.00721
2011-10-28,3558.67,3570.57,-0.00333
2011-10-31,3601.74,3558.67,0.0121
2011-11-01,3557.94,3601.74,-0.01216
2011-11-02,3559.61,3557.94,0.00047
2011-11-03,3662.75,3559.61,0.02898
2011-11-04,3673.2,3662.75,0.00285
2011-11-07,3732.58,3673.2,0.01617
2011-11-08,3737.83,3732.58,0.00141
2011-11-09,3763.2,3737.83,0.00679
2011-11-10,3762.36,3763.2,-0.00022
2011-11-11,3756.81,3762.36,-0.00148
2011-11-14,3726.1,3756.81,-0.00817
2011-11-15,3745.23,3726.1,0.00513
2011-11-16,3711.65,3745.23,-0.00897
2011-11-17,3740.31,3711.65,0.00772
2011-11-18,3786.45,3740.31,0.01234
2011-11-21,3803.23,3786.45,0.00443
2011-11-22,3792.78,3803.23,-0.00275
2011-11-23,3813.24,3792.78,0.00539
2011-11-24,3801.82,3813.24,-0.00299
2011-11-25,3842.46,3801.82,0.01069
2011-11-28,3766.59,3842.46,-0.01975
2011-11-29,3754.19,3766.59,-0.00329
2011-11-30,3673.48,3754.19,-0.0215
2011-12-01,3614.54,3673.48,-0.01604
2011-12-02,3670.21,3614.54,0.0154
2011-12-05,3707.82,3670.21,0.01025
2011-12-06,3679.96,3707.82,-0.00751
2011-12-07,3620.61,3679.96,-0.01613
2011-12-08,3503.99,3620.61,-0.03221
2011-12-09,3484.44,3503.99,-0.00558
2011-12-12,3578.61,3484.44,0.02703
2011-12-13,3597.16,3578.61,0.00518
2011-12-14,3576.46,3597.16,-0.00575
2011-12-15,3596.18,3576.46,0.00551
2011-12-16,3535.87,3596.18,-0.01677
2011-12-19,3525.72,3535.87,-0.00287
2011-12-20,3530.99,3525.72,0.00149
2011-12-21,3529.06,3530.99,-0.00055
2011-12-22,3561.17,3529.06,0.0091
2011-12-23,3576.09,3561.17,0.00419
2011-12-26,3470.72,3576.09,-0.02947
2011-12-27,3445.83,3470.72,-0.00717
2011-12-28,3481.23,3445.83,0.01027
2011-12-29,3545.01,3481.23,0.01832
2011-12-30,3508.59,3545.01,-0.01027
2012-01-02,3410.24,3508.59,-0.02803
2012-01-03,3461.72,3410.24,0.0151
2012-01-04,3455.82,3461.72,-0.0017
2012-01-05,3510.56,3455.82,0.01584
2012-01-06,3494.88,3510.56,-0.00447
2012-01-09,3552.21,3494.88,0.0164
2012-01-10,3558.77,3552.21,0.00185
2012-01-11,3559.01,3558.77,7e-05
2012-01-12,3621.69,3559.01,0.01761
2012-01-13,3608.73,3621.69,-0.00358
2012-01-16,3572.81,3608.73,-0.00995
2012-01-17,3556.61,3572.81,-0.00453
2012-01-18,3575.73,3556.61,0.00538
2012-01-19,3515.58,3575.73,-0.01682
2012-01-20,3541.63,3515.58,0.00741
2012-01-23,3522.06,3541.63,-0.00553
2012-01-24,3567.94,3522.06,0.01303
2012-01-25,3475.4,3567.94,-0.02594
2012-01-26,3446.72,3475.4,-0.00825
2012-01-27,3384.16,3446.72,-0.01815
2012-01-30,3354.75,3384.16,-0.00869
2012-01-31,3365.24,3354.75,0.00313
2012-02-01,3359.95,3365.24,-0.00157
2012-02-02,3351.93,3359.95,-0.00239
2012-02-03,3347.4,3351.93,-0.00135
2012-02-06,3356.23,3347.4,0.00264
2012-02-07,3320.33,3356.23,-0.0107
2012-02-08,3347.48,3320.33,0.00818
2012-02-09,3373.22,3347.48,0.00769
2012-02-10,3388.86,3373.22,0.00464
2012-02-13,3410.96,3388.86,0.00652
2012-02-14,3423.44,3410.96,0.00366
2012-02-15,3501.45,3423.44,0.02279
2012-02-16,3499.5,3501.45,-0.00056
2012-02-17,3489.07,3499.5,-0.00298
2012-02-20,3461.55,3489.07,-0.00789
2012-02-21,3423.63,3461.55,-0.01095
2012-02-22,3378.13,3423.63,-0.01329
2012-02-23,3346.46,3378.13,-0.00938
2012-02-24,3345.19,3346.46,-0.00038
2012-02-27,3358.83,3345.19,0.00408
2012-02-28,3362.06,3358.83,0.00096
2012-02-29,3335.1,3362.06,-0.00802
2012-03-01,3369.46,3335.1,0.0103
2012-03-02,3398.21,3369.46,0.00853
2012-03-05,3393.6,3398.21,-0.00136
2012-03-06,3370.59,3393.6,-0.00678
2012-03-07,3392.27,3370.59,0.00643
2012-03-08,3400.64,3392.27,0.00247
2012-03-09,3347.83,3400.64,-0.01553
2012-03-12,3346.66,3347.83,-0.00035
2012-03-13,3357.65,3346.66,0.00328
2012-03-14,3325.76,3357.65,-0.0095
2012-03-15,3334.04,3325.76,0.00249
2012-03-16,3282.02,3334.04,-0.0156
2012-03-19,3331.57,3282.02,0.0151
2012-03-20,3378.64,3331.57,0.01413
2012-03-21,3370.6,3378.64,-0.00238
2012-03-22,3385.43,3370.6,0.0044
2012-03-23,3297.04,3385.43,-0.02611
2012-03-26,3256.42,3297.04,-0.01232
2012-03-27,3247.2,3256.42,-0.00283
2012-03-28,3210.2,3247.2,-0.01139
2012-03-29,3236.71,3210.2,0.00826
2012-03-30,3309.12,3236.71,0.02237
2012-04-02,3267.61,3309.12,-0.01254
2012-04-03,3238.82,3267.61,-0.00881
2012-04-04,3248.5,3238.82,0.00299
2012-04-05,3307.37,3248.5,0.01812
2012-04-06,3264.22,3307.37,-0.01305
2012-04-09,3274.47,3264.22,0.00314
2012-04-10,3341.38,3274.47,0.02043
2012-04-11,3282.01,3341.38,-0.01777
2012-04-12,3237.07,3282.01,-0.01369
2012-04-13,3223.28,3237.07,-0.00426
2012-04-16,3206.11,3223.28,-0.00533
2012-04-17,3236.05,3206.11,0.00934
2012-04-18,3245.95,3236.05,0.00306
2012-04-19,3183.87,3245.95,-0.01913
2012-04-20,3203.2,3183.87,0.00607
2012-04-23,3184.13,3203.2,-0.00595
2012-04-24,3230.04,3184.13,0.01442
2012-04-25,3209.03,3230.04,-0.0065
2012-04-26,3187.85,3209.03,-0.0066
2012-04-27,3208.1,3187.85,0.00635
2012-04-30,3236.3,3208.1,0.00879
2012-05-01,3253.55,3236.3,0.00533
2012-05-02,3194.52,3253.55,-0.01814
2012-05-03,3214.71,3194.52,0.00632
2012-05-04,3179.42,3214.71,-0.01098
2012-05-07,3188.92,3179.42,0.00299
2012-05-08,3140.25,3188.92,-0.01526
2012-05-09,3156.93,3140.25,0.00531
2012-05-10,3130.18,3156.93,-0.00847
2012-05-11,3087.27,3130.18,-0.01371
2012-05-14,3112.74,3087.27,0.00825
2012-05-15,3122.26,3112.74,0.00306
2012-05-16,3102.43,3122.26,-0.00635
2012-05-17,3153.19,3102.43,0.01636
2012-05-18,3139.17,3153.19,-0.00445
